user_id,game_id,play_time
76561198001478529,6510,395
76561198001478529,13210,0
76561198001478529,17460,26
76561198001478529,21780,281
76561198001478529,21010,11
76561198001478529,8170,29
76561198001478529,21680,0
76561198001478529,24800,875
76561198001478529,550,665
76561198001478529,22370,56
76561198001478529,45710,19
76561198001478529,43110,64
76561198001478529,50620,56
76561198001478529,462780,967
76561198001478529,45740,396
76561198001478529,12210,223
76561198001478529,12220,48
76561198001478529,50300,12
76561198001478529,34330,590
76561198001478529,55110,0
76561198001478529,9350,0
76561198001478529,9420,10
76561198001478529,110800,168
76561198001478529,55230,667
76561198001478529,2990,0
76561198001478529,6220,4
76561198001478529,12360,137
76561198001478529,201510,0
76561198001478529,204880,211
76561198001478529,22380,43
76561198001478529,108710,527
76561198001478529,98400,29
76561198001478529,35140,321
76561198001478529,202170,826
76561198001478529,211420,4819
76561198001478529,50650,0
76561198001478529,49520,186
76561198001478529,730,31962
76561198001478529,200260,581
76561198001478529,203140,173
76561198001478529,219150,587
76561198001478529,4720,30
76561198001478529,214510,0
76561198001478529,238960,5
76561198001478529,221040,177
76561198001478529,225260,651
76561198001478529,203160,866
76561198001478529,8870,723
76561198001478529,44350,192
76561198001478529,231430,708
76561198001478529,35720,622
76561198001478529,225160,548
76561198001478529,206420,1722
76561198001478529,234080,6
76561198001478529,226720,699
76561198001478529,208610,0
76561198001478529,245170,686
76561198001478529,242700,386
76561198001478529,261110,628
76561198001478529,226840,166
76561198001478529,235460,3
76561198001478529,271590,36058
76561198001478529,274310,586
76561198001478529,222880,635
76561198001478529,213670,166
76561198001478529,235210,115
76561198001478529,283640,159
76561198001478529,254700,433
76561198001478529,285160,7
76561198001478529,286570,620
76561198001478529,286690,274
76561198001478529,287390,311
76561198001478529,287700,4244
76561198001478529,261510,0
76561198001478529,292910,504
76561198001478529,294810,710
76561198001478529,310560,362
76561198001478529,255420,7236
76561198001478529,312840,342
76561198001478529,265590,143
76561198001478529,316010,32369
76561198001478529,265300,437
76561198001478529,318600,601
76561198001478529,238010,1128
76561198001478529,265550,337
76561198001478529,21690,734
76561198001478529,241540,658
76561198001478529,214490,118
76561198001478529,24240,638
76561198001478529,241560,6030
76561198001478529,323470,2277
76561198001478529,335300,8447
76561198001478529,304240,893
76561198001478529,348550,641
76561198001478529,287290,644
76561198001478529,356420,96
76561198001478529,357070,73
76561198001478529,357190,115
76561198001478529,361300,582
76561198001478529,243800,267
76561198001478529,329050,683
76561198001478529,377600,90
76561198001478529,383150,509
76561198001478529,391720,635
76561198001478529,65980,338
76561198001478529,234140,1878
76561198001478529,407840,574
76561198001478529,208650,495
76561198001478529,348710,1079
