user_id,game_id,play_time
76561198030592664,10,169
76561198030592664,30,5
76561198030592664,40,3
76561198030592664,60,2
76561198030592664,80,1009
76561198030592664,100,2
76561198030592664,240,14
76561198030592664,4000,2033
76561198030592664,4760,26
76561198030592664,10180,407
76561198030592664,10190,7532
76561198030592664,34030,805
76561198030592664,42700,1332
76561198030592664,42710,1781
76561198030592664,42910,284
76561198030592664,42680,1083
76561198030592664,42690,7782
76561198030592664,108200,88
76561198030592664,96800,1
76561198030592664,216370,0
76561198030592664,225760,0
76561198030592664,48800,555
76561198030592664,730,73072
76561198030592664,202970,328
76561198030592664,202990,1715
76561198030592664,212910,360
76561198030592664,205790,0
76561198030592664,204100,0
76561198030592664,221640,5
76561198030592664,11020,1870
76561198030592664,200210,26
76561198030592664,236390,1849
76561198030592664,238960,121
76561198030592664,272350,1
76561198030592664,229870,184
76561198030592664,65790,0
76561198030592664,221380,770
76561198030592664,220200,32615
76561198030592664,244850,4452
76561198030592664,252490,2987
76561198030592664,700580,0
76561198030592664,252950,356
76561198030592664,107410,1769
76561198030592664,257630,8
76561198030592664,259340,0
76561198030592664,259360,1
76561198030592664,16700,40
76561198030592664,40970,2421
76561198030592664,40950,336
76561198030592664,221100,291
76561198030592664,270450,8
76561198030592664,251570,0
76561198030592664,245490,9
76561198030592664,286690,96
76561198030592664,287390,129
76561198030592664,314020,0
76561198030592664,232890,206
76561198030592664,326460,143
76561198030592664,4560,0
76561198030592664,9340,0
76561198030592664,20540,0
76561198030592664,228200,0
76561198030592664,231430,0
76561198030592664,271590,5654
76561198030592664,346110,82
76561198030592664,407530,0
76561198030592664,255710,297
76561198030592664,311210,5569
76561198030592664,455130,0
76561198030592664,367450,497
76561198030592664,397340,0
76561198030592664,416080,0
76561198030592664,420290,160
76561198030592664,314160,545
76561198030592664,431240,53
76561198030592664,433850,36
76561198030592664,439700,0
76561198030592664,34190,0
76561198030592664,34270,0
76561198030592664,71250,0
76561198030592664,71340,0
76561198030592664,200940,0
76561198030592664,202530,1
76561198030592664,203650,0
76561198030592664,212480,0
76561198030592664,213610,0
76561198030592664,229660,0
76561198030592664,329440,0
76561198030592664,437220,132
76561198030592664,444260,4
76561198030592664,446030,16
76561198030592664,457480,0
76561198030592664,223850,28
76561198030592664,292730,10
76561198030592664,393080,202
76561198030592664,393100,432
76561198030592664,571740,309
76561198030592664,578080,11694
76561198030592664,834910,4573
76561198030592664,880940,689
76561198030592664,492720,48
76561198030592664,1085660,0
76561198203029640,3910,0
76561198203029640,6870,0
76561198203029640,8170,0
76561198203029640,33910,0
76561198203029640,35700,0
76561198203029640,12830,0
76561198203029640,33620,0
76561198203029640,8190,0
76561198203029640,3900,0
76561198203029640,3990,0
76561198203029640,8800,0
76561198203029640,16810,0
76561198203029640,34440,0
76561198203029640,34450,0
76561198203029640,34460,0
76561198203029640,24780,0
76561198203029640,8930,0
76561198203029640,33250,0
76561198203029640,33350,0
76561198203029640,47870,0
76561198203029640,44340,0
76561198203029640,47790,0
76561198203029640,47830,0
76561198203029640,110800,0
76561198203029640,94300,0
76561198203029640,50300,0
76561198203029640,202970,0
76561198203029640,202990,0
76561198203029640,212910,0
76561198203029640,227300,0
76561198203029640,57690,0
76561198203029640,47410,0
76561198203029640,99900,0
76561198203029640,109600,0
76561198203029640,211500,0
76561198203029640,236390,0
76561198203029640,238960,0
