user_id,game_id,play_time
76561198167965319,10,16
76561198167965319,80,0
76561198167965319,100,430
76561198167965319,300,0
76561198167965319,20,0
76561198167965319,30,0
76561198167965319,40,0
76561198167965319,50,0
76561198167965319,60,0
76561198167965319,70,0
76561198167965319,130,0
76561198167965319,220,0
76561198167965319,340,0
76561198167965319,240,790
76561198167965319,280,0
76561198167965319,360,0
76561198167965319,320,0
76561198167965319,380,0
76561198167965319,4000,1987
76561198167965319,4540,3
76561198167965319,4550,97
76561198167965319,475150,0
76561198167965319,420,0
76561198167965319,15100,337
76561198167965319,500,0
76561198167965319,10180,975
76561198167965319,10190,2330
76561198167965319,550,512
76561198167965319,24960,84
76561198167965319,400,156
76561198167965319,620,86
76561198167965319,104900,596
76561198167965319,209080,31
76561198167965319,49520,479
76561198167965319,113020,479
76561198167965319,11020,1
76561198167965319,218230,1251
76561198167965319,1083500,0
76561198167965319,224540,588
76561198167965319,244210,555
76561198167965319,218620,706
76561198167965319,263980,159
76561198167965319,224480,102
76561198167965319,222880,2198
76561198167965319,293760,599
76561198167965319,302830,5767
76561198167965319,304930,316
76561198167965319,310560,523
76561198167965319,322170,88
76561198167965319,221380,679
76561198167965319,730,51285
76561198167965319,219740,43
76561198167965319,322330,84
76561198167965319,2400,205
76561198167965319,2420,41
76561198167965319,2430,0
76561198167965319,255710,629
76561198167965319,274270,153
76561198167965319,369580,87
76561198167965319,225540,2609
76561198167965319,450390,0
76561198260482152,220,32
76561198260482152,340,0
76561198260482152,280,11
76561198260482152,360,0
76561198260482152,320,0
76561198260482152,380,0
76561198260482152,400,191
76561198260482152,550,1209
76561198260482152,620,166
76561198260482152,49520,66
76561198260482152,102700,12
76561198260482152,113400,55
76561198260482152,208090,617
76561198260482152,230410,300
76561198260482152,209870,1
76561198260482152,223710,17
76561198260482152,224260,37
76561198260482152,233270,835
76561198260482152,10680,344
76561198260482152,252950,17
76561198260482152,271590,4199
76561198260482152,273110,105
76561198260482152,225840,71
76561198260482152,291210,259
76561198260482152,298240,4
76561198260482152,301520,87
76561198260482152,243470,136
76561198260482152,304050,222
76561198260482152,304930,66
76561198260482152,291480,106
76561198260482152,227940,16
76561198260482152,205790,0
76561198260482152,730,13056
76561198260482152,355180,470
76561198260482152,362890,45
76561198260482152,365670,1
76561198260482152,385880,22
76561198260482152,386360,31
76561198260482152,858460,0
76561198260482152,291550,58
76561198260482152,391460,11
76561198260482152,299360,7
76561198260482152,280790,7
76561198260482152,438100,12
76561198260482152,266840,175
76561198260482152,444090,1037
76561198260482152,596350,0
76561198260482152,442080,31
76561198260482152,292030,374
76561198260482152,555570,30
76561198260482152,563560,22
76561198260482152,578310,467
76561198260482152,218620,313
76561198260482152,671510,635
76561198260482152,677620,0
76561198260482152,700330,14
76561198260482152,732730,34
76561198260482152,466240,194
76561198260482152,427460,0
76561198260482152,504370,0
76561198260482152,755790,345
76561198260482152,783240,4
76561198260482152,813820,363
76561198260482152,878760,0
76561198260482152,433850,42
76561198260482152,439700,0
76561198260482152,552500,60
76561198260482152,737010,0
76561198260482152,611500,0
76561198260482152,893520,34
76561198260482152,879160,33
76561198260482152,345330,20
76561198260482152,1046930,8
76561198260482152,1124980,0
76561198260482152,555440,18
76561198260482152,1085660,4996
76561198448452982,550,259
76561198448452982,104900,30
76561198448452982,236390,2759
76561198448452982,304050,18
76561198448452982,291480,0
76561198448452982,355840,129
76561198448452982,417860,30
76561198448452982,652980,19
76561198448452982,304930,37448
76561198448452982,677620,0
76561198448452982,730,8
76561198448452982,278360,153
76561198068937232,220,578
76561198068937232,340,23
76561198068937232,1200,132
76561198068937232,1230,0
76561198068937232,1280,552
76561198068937232,4000,19240
76561198068937232,6850,10
76561198068937232,6860,34
76561198068937232,6910,387
76561198068937232,2300,417
76561198068937232,9160,2
76561198068937232,4500,435
76561198068937232,400,221
76561198068937232,19900,648
76561198068937232,22300,9
76561198068937232,17390,1348
76561198068937232,17470,552
76561198068937232,20500,1217
76561198068937232,667720,16
76561198068937232,10180,3
76561198068937232,10190,1281
76561198068937232,41000,95
76561198068937232,564310,0
76561198068937232,41700,75
76561198068937232,8930,1066
76561198068937232,105600,33449
76561198068937232,107100,156
76561198068937232,55230,51
76561198068937232,22380,14775
76561198068937232,104900,116
76561198068937232,205910,221
76561198068937232,212680,350
76561198068937232,205100,1757
76561198068937232,223470,21
76561198068937232,17080,376
76561198068937232,47410,65
76561198068937232,51100,6
76561198068937232,99900,209
76561198068937232,102700,48
76561198068937232,104700,25
76561198068937232,107900,0
76561198068937232,113400,291
76561198068937232,200210,108
76561198068937232,206210,529
76561198068937232,208090,205
76561198068937232,212160,141
76561198068937232,212500,239
76561198068937232,212800,111
76561198068937232,218230,276
76561198068937232,1083500,0
76561198068937232,230410,15125
76561198068937232,236390,1493
76561198068937232,238070,7
76561198068937232,238960,411
76561198068937232,243870,2569
76561198068937232,39000,5
76561198068937232,209870,97
76561198068937232,214420,55
76561198068937232,233630,7
76561198068937232,237310,1
76561198068937232,242720,32
76561198068937232,248570,286
76561198068937232,250420,246
76561198068937232,262410,72
76561198068937232,265630,267
76561198068937232,269390,4
76561198068937232,271290,0
76561198068937232,286100,81
76561198068937232,42160,4
76561198068937232,206500,615
76561198068937232,224260,285
76561198068937232,226320,180
76561198068937232,239220,6757
76561198068937232,246280,24
76561198068937232,263540,8
76561198068937232,233450,949
76561198068937232,233720,499
76561198068937232,238210,98
76561198068937232,242760,306
76561198068937232,242860,2347
76561198068937232,244850,827
76561198068937232,10,72
76561198068937232,20,30
76561198068937232,30,6
76561198068937232,40,4
76561198068937232,50,23
76561198068937232,60,8
76561198068937232,70,180
76561198068937232,80,186
76561198068937232,100,151
76561198068937232,130,42
76561198068937232,240,858
76561198068937232,280,266
76561198068937232,300,347
76561198068937232,320,19
76561198068937232,360,0
76561198068937232,380,0
76561198068937232,420,0
76561198068937232,500,1
76561198068937232,550,925
76561198068937232,620,1
76561198068937232,730,68015
76561198068937232,239030,274
76561198068937232,218620,3068
76561198068937232,239820,387
76561198068937232,24010,390
76561198068937232,250340,178
76561198068937232,251570,8434
76561198068937232,251950,17
76561198068937232,252490,5851
76561198068937232,700580,0
76561198068937232,252870,322
76561198068937232,107410,3737
76561198068937232,16700,0
76561198068937232,40970,18
76561198068937232,264710,1058
76561198068937232,266430,0
76561198068937232,211820,8750
76561198068937232,367540,1
76561198068937232,271590,2475
76561198068937232,272060,34
76561198068937232,273110,24
76561198068937232,274190,225
76561198068937232,222880,947
76561198068937232,275200,341
76561198068937232,277680,40
76561198068937232,48700,2871
76561198068937232,282440,82
76561198068937232,286940,11
76561198068937232,298160,226
76561198068937232,298240,148
76561198068937232,298260,84
76561198068937232,298630,1388
76561198068937232,299700,25
76561198068937232,301520,387
76561198068937232,302830,56
76561198068937232,304050,4747
76561198068937232,304930,5328
76561198068937232,302380,37
76561198068937232,227700,709
76561198068937232,310370,14
76561198068937232,9900,350
76561198068937232,311690,465
76561198068937232,291480,1765
76561198068937232,215080,4
76561198068937232,312990,579
76561198068937232,9880,15
76561198068937232,227940,482
76561198068937232,315640,5
76561198068937232,222900,51
76561198068937232,317360,191
76561198068937232,317410,33
76561198068937232,317470,138
