13,Strategy,0.3611111111111111,Strategy,0.416,Base Building,0.3197278911564626,Atmospheric,0.3062200956937799,Arcade,0.2585034013605442,Masterpiece,0.2914798206278027,Co-op,0.4731182795698925,Puzzle,0.298932384341637,Co-op,0.23688969258589512,RPG,0.43478260869565216,Masterpiece,0.26608187134502925,Violent,0.3675675675675676,Classic,0.3310104529616725,Hack and Slash,0.33246753246753247
14,Perma Death,0.3472222222222222,Survival,0.4,Open World,0.30612244897959184,Turn-Based Tactics,0.2822966507177033,Casual,0.24489795918367346,Atmospheric,0.28699551569506726,Exploration,0.4032258064516129,Atmospheric,0.2846975088967972,Local Multiplayer,0.23688969258589512,Great Soundtrack,0.3695652173913043,Exploration,0.24853801169590642,Dark,0.35135135135135137,Horror,0.28222996515679444,Co-op,0.3012987012987013
15,Replay Value,0.2916666666666667,Online Co-Op,0.376,Great Soundtrack,0.2857142857142857,Sci-fi,0.2535885167464115,Sandbox,0.23809523809523808,World War II,0.27802690582959644,Strategy,0.3172043010752688,Metroidvania,0.2775800711743772,Comedy,0.21699819168173598,Romance,0.30434782608695654,Walking Simulator,0.24561403508771928,Shooter,0.34054054054054056,Indie,0.27526132404181186,Female Protagonist,0.22337662337662337
16,Multiplayer,0.2777777777777778,Singleplayer,0.36,RTS,0.2653061224489796,Action,0.24880382775119617,Co-op,0.23129251700680273,Classic,0.2556053811659193,First-Person,0.2956989247311828,Cute,0.24199288256227758,Local Co-Op,0.19168173598553345,Action,0.29891304347826086,Female Protagonist,0.24269005847953215,Co-op,0.31351351351351353,Story Rich,0.24390243902439024,Classic,0.22337662337662337
17,Co-op,0.2638888888888889,RPG,0.336,Survival,0.24489795918367346,Masterpiece,0.24880382775119617,Physics,0.21768707482993196,Realistic,0.23766816143497757,Massively Multiplayer,0.2903225806451613,Female Protagonist,0.24199288256227758,Family Friendly,0.16998191681735986,Simulation,0.29347826086956524,Psychological Horror,0.22807017543859648,Zombies,0.3027027027027027,Open World,0.24041811846689895,Indie,0.21818181818181817
18,Early Access,0.24305555555555555,Violent,0.272,Funny,0.23129251700680273,JRPG,0.19617224880382775,Moddable,0.19727891156462585,Grand Strategy,0.23766816143497757,Atmospheric,0.27419354838709675,Multiplayer,0.23487544483985764,Anime,0.1518987341772152,Hentai,0.2391304347826087,Funny,0.22514619883040934,Open World,0.2810810810810811,RPG,0.22996515679442509,Third-Person Shooter,0.1974025974025974
19,Survival,0.24305555555555555,Simulation,0.256,2D,0.22448979591836735,Board Game,0.18660287081339713,Early Access,0.17687074829931973,Sci-fi,0.21973094170403587,Sci-fi,0.25806451612903225,Controller,0.21352313167259787,Sports,0.13562386980108498,Memes,0.22282608695652173,First-Person,0.2046783625730994,FPS,0.2756756756756757,Stealth,0.2264808362369338,Shooter,0.19220779220779222
20,Fantasy,0.22916666666666666,Third Person,0.232,Adventure,0.1836734693877551,Open World,0.18660287081339713,VR,0.17687074829931973,Shooter,0.21973094170403587,Base Building,0.25268817204301075,Comedy,0.2099644128113879,Puzzle,0.13562386980108498,Funny,0.20108695652173914,Comedy,0.195906432748538,Difficult,0.2648648648648649,Online Co-Op,0.21951219512195122,Dark Fantasy,0.18181818181818182
21,Atmospheric,0.2222222222222222,Team-Based,0.232,Moddable,0.1836734693877551,2D,0.17703349282296652,Great Soundtrack,0.17687074829931973,FPS,0.21076233183856502,Space,0.24731182795698925,Co-op,0.20284697508896798,Controller,0.13200723327305605,JRPG,0.19021739130434784,Choices Matter,0.18421052631578946,Third Person,0.24324324324324326,Funny,0.18118466898954705,Character Customization,0.18181818181818182
22,Retro,0.2152777777777778,Battle Royale,0.224,Atmospheric,0.1836734693877551,Anime,0.17703349282296652,Funny,0.17006802721088435,Real Time Tactics,0.19282511210762332,FPS,0.1827956989247312,Local Co-Op,0.199288256227758,Pixel Graphics,0.1301989150090416,2D,0.18478260869565216,Retro,0.1783625730994152,Great Soundtrack,0.24324324324324326,Survival,0.17421602787456447,Sandbox,0.18181818181818182
23,Local Co-Op,0.2152777777777778,Casual,0.224,Real-Time with Pause,0.16326530612244897,Classic,0.1722488038277512,Masterpiece,0.16326530612244897,First-Person,0.18834080717488788,2D,0.1774193548387097,Exploration,0.19572953736654805,Shooter,0.12839059674502712,Psychological Horror,0.1793478260869565,Classic,0.17543859649122806,Stealth,0.23243243243243245,Violent,0.17073170731707318,Strategy,0.17662337662337663
24,Casual,0.20833333333333334,Atmospheric,0.224,Sci-fi,0.1564625850340136,Isometric,0.1722488038277512,Management,0.14965986394557823,Open World,0.17937219730941703,Third Person,0.16129032258064516,Anime,0.19217081850533807,Memes,0.12839059674502712,Multiple Endings,0.16304347826086957,Sci-fi,0.16666666666666666,Funny,0.20540540540540542,Strategy,0.14634146341463414,Stealth,0.16883116883116883
25,Sci-fi,0.2013888888888889,Funny,0.216,Family Friendly,0.1564625850340136,Tactical RPG,0.16267942583732056,Relaxing,0.14965986394557823,Moddable,0.17488789237668162,Horror,0.15591397849462366,RPG,0.18505338078291814,Sandbox,0.12296564195298372,Comedy,0.15760869565217392,Dark,0.1608187134502924,Masterpiece,0.20540540540540542,Zombies,0.14634146341463414,Exploration,0.16363636363636364
26,Top-Down,0.1736111111111111,Gore,0.216,Historical,0.1564625850340136,Difficult,0.15789473684210525,Third Person,0.1360544217687075,Sandbox,0.16591928251121077,PvP,0.15591397849462366,Masterpiece,0.17793594306049823,Fighting,0.12296564195298372,FPS,0.14130434782608695,Surreal,0.15789473684210525,Puzzle,0.1891891891891892,Difficult,0.14285714285714285,Violent,0.16103896103896104
27,Horror,0.1736111111111111,Third-Person Shooter,0.184,Realistic,0.14965986394557823,4X,0.14832535885167464,Controller,0.12244897959183673,Real-Time,0.16143497757847533,Casual,0.15591397849462366,Fantasy,0.16725978647686832,RPG,0.12115732368896925,Choices Matter,0.14130434782608695,Detective,0.15497076023391812,Nudity,0.1837837837837838,Comedy,0.1289198606271777,Gore,0.15584415584415584
28,Simulation,0.16666666666666666,Zombies,0.184,Masterpiece,0.14965986394557823,Hex Grid,0.13875598086124402,Strategy,0.12244897959183673,Adventure,0.15246636771300448,Zombies,0.14516129032258066,Arcade,0.16725978647686832,Sci-fi,0.11934900542495479,Fantasy,0.11956521739130435,Action,0.14912280701754385,Online Co-Op,0.16756756756756758,Old School,0.12195121951219512,Difficult,0.15064935064935064
29,Side Scroller,0.1597222222222222,Competitive,0.176,Action,0.1360544217687075,Early Access,0.1339712918660287,Online Co-Op,0.11564625850340136,Turn-Based Strategy,0.14798206278026907,Shooter,0.13440860215053763,Story Rich,0.16370106761565836,Atmospheric,0.11573236889692586,Hack and Slash,0.11956521739130435,Relaxing,0.14619883040935672,Walking Simulator,0.14594594594594595,Retro,0.11498257839721254,Anime,0.15064935064935064
30,Shooter,0.1597222222222222,Sandbox,0.168,Replay Value,0.1360544217687075,Casual,0.1339712918660287,Family Friendly,0.11564625850340136,Base Building,0.14349775784753363,Great Soundtrack,0.13440860215053763,Puzzle Platformer,0.16370106761565836,Early Access,0.11573236889692586,LGBTQ+,0.11413043478260869,Fantasy,0.14035087719298245,Strategy,0.14594594594594595,Tactical,0.11498257839721254,Controller,0.14805194805194805
31,Turn-Based,0.1388888888888889,Tactical,0.16,Crafting,0.1292517006802721,Replay Value,0.1339712918660287,Exploration,0.11564625850340136,Early Access,0.13901345291479822,Online Co-Op,0.12903225806451613,Classic,0.1601423487544484,Story Rich,0.10307414104882459,RPGMaker,0.10326086956521739,Cute,0.13742690058479531,Female Protagonist,0.14054054054054055,Fast-Paced,0.11149825783972125,Magic,0.13766233766233765
32,Exploration,0.13194444444444445,Sci-fi,0.16,Medieval,0.1292517006802721,Female Protagonist,0.1291866028708134,Destruction,0.10884353741496598,Space,0.1210762331838565,Fantasy,0.12365591397849462,Sci-fi,0.15302491103202848,Retro,0.09945750452079566,Horror,0.10326086956521739,Pixel Graphics,0.13157894736842105,Simulation,0.13513513513513514,Moddable,0.11149825783972125,Sci-fi,0.13506493506493505
33,Platformer,0.125,MMORPG,0.152,RPG,0.12244897959183673,Simulation,0.1291866028708134,Free to Play,0.09523809523809523,Gore,0.1210762331838565,Survival Horror,0.11827956989247312,Local Multiplayer,0.15302491103202848,Open World,0.09945750452079566,Gore,0.10326086956521739,Third Person,0.12573099415204678,Exploration,0.12972972972972974,Early Access,0.11149825783972125,Isometric,0.13246753246753246
34,Hack and Slash,0.125,MOBA,0.128,Isometric,0.12244897959183673,Co-op,0.12440191387559808,Difficult,0.09523809523809523,Real-Time with Pause,0.11210762331838565,Pixel Graphics,0.11827956989247312,3D Platformer,0.1494661921708185,Online Co-Op,0.09403254972875226,Violent,0.10326086956521739,Visual Novel,0.11988304093567251,Early Access,0.12972972972972974,Aliens,0.10452961672473868,Medieval,0.13246753246753246
35,Gore,0.11805555555555555,War,0.12,Co-op,0.12244897959183673,Card Game,0.11961722488038277,Building,0.09523809523809523,Turn-Based,0.10762331838565023,Post-apocalyptic,0.11827956989247312,Family Friendly,0.14590747330960854,Fast-Paced,0.09403254972875226,NSFW,0.09782608695652174,Multiple Endings,0.10818713450292397,Sci-fi,0.12432432432432433,Military,0.10104529616724739,First-Person,0.12727272727272726
36,Dark,0.1111111111111111,Horror,0.12,Relaxing,0.11564625850340136,CRPG,0.11961722488038277,Massively Multiplayer,0.08843537414965986,Difficult,0.10762331838565023,Funny,0.11827956989247312,Shooter,0.1387900355871886,Masterpiece,0.09403254972875226,Multiplayer,0.08695652173913043,Cult Classic,0.10818713450292397,RPG,0.12432432432432433,Futuristic,0.10104529616724739,Action-Adventure,0.12727272727272726
37,Space,0.10416666666666667,Character Customization,0.112,Comedy,0.10884353741496598,Funny,0.10526315789473684,Offroad,0.07482993197278912,4X,0.09417040358744394,Voxel,0.11290322580645161,Colorful,0.13167259786476868,Top-Down,0.0922242314647378,Atmospheric,0.08695652173913043,RPG,0.10818713450292397,Classic,0.10810810810810811,Simulation,0.09407665505226481,Nudity,0.12467532467532468
38,Funny,0.10416666666666667,Difficult,0.104,Classic,0.10204081632653061,Character Customization,0.09569377990430622,Fast-Paced,0.07482993197278912,Violent,0.09417040358744394,Space Sim,0.10752688172043011,Short,0.12811387900355872,4 Player Local,0.0922242314647378,Puzzle,0.08695652173913043,Open World,0.1023391812865497,Third-Person Shooter,0.10810810810810811,War,0.09407665505226481,Online Co-Op,0.11948051948051948
39,FPS,0.09722222222222222,Crafting,0.104,God Game,0.10204081632653061,Exploration,0.09569377990430622,TrackIR,0.07482993197278912,RPG,0.08968609865470852,Realistic,0.10752688172043011,Open World,0.12811387900355872,Cute,0.09041591320072333,Strategy,0.08152173913043478,1990's,0.09941520467836257,Mature,0.0972972972972973,Competitive,0.09059233449477352,Funny,0.11168831168831168
40,Bullet Hell,0.09722222222222222,Military,0.096,Politics,0.09523809523809523,Pixel Graphics,0.09569377990430622,RPG,0.06802721088435375,Team-Based,0.08968609865470852,MMORPG,0.10215053763440861,Fast-Paced,0.12099644128113879,VR,0.08860759493670886,Masterpiece,0.07608695652173914,Beautiful,0.0935672514619883,Comedy,0.0918918918918919,Space,0.09059233449477352,Comedy,0.10909090909090909
41,Online Co-Op,0.09027777777777778,Realistic,0.096,Space,0.09523809523809523,Sandbox,0.09569377990430622,Flight,0.05442176870748299,Medieval,0.08520179372197309,Difficult,0.0913978494623656,Gore,0.11387900355871886,Gore,0.08860759493670886,Early Access,0.07065217391304347,Family Friendly,0.09064327485380116,Memes,0.08648648648648649,1990's,0.09059233449477352,Parkour,0.10909090909090909
42,Lovecraftian,0.08333333333333333,Fantasy,0.096,Fantasy,0.08843537414965986,Space,0.09090909090909091,Bikes,0.05442176870748299,Online Co-Op,0.08071748878923767,Physics,0.08602150537634409,Beat 'em up,0.1103202846975089,Competitive,0.08860759493670886,Mystery,0.059782608695652176,Episodic,0.08771929824561403,Post-apocalyptic,0.08648648648648649,Cyberpunk,0.08710801393728224,JRPG,0.1012987012987013
43,Action RPG,0.08333333333333333,PvE,0.096,Trains,0.08843537414965986,Comedy,0.09090909090909091,Local Multiplayer,0.047619047619047616,Massively Multiplayer,0.07623318385650224,Free to Play,0.08064516129032258,Strategy,0.099644128113879,Music,0.0867992766726944,Drama,0.059782608695652176,Anime,0.08771929824561403,Casual,0.08648648648648649,Arena Shooter,0.08013937282229965,Choices Matter,0.1012987012987013
44,Addictive,0.08333333333333333,Post-apocalyptic,0.088,Difficult,0.08843537414965986,Kickstarter,0.0861244019138756,Shooter,0.047619047619047616,Alternate History,0.07623318385650224,Medieval,0.07526881720430108,Physics,0.09608540925266904,Racing,0.08499095840867993,Beat 'em up,0.059782608695652176,Gore,0.0847953216374269,Mystery,0.08648648648648649,Post-apocalyptic,0.07317073170731707,Puzzle,0.09350649350649351
45,Crafting,0.08333333333333333,Class-Based,0.088,Trading,0.08843537414965986,Strategy RPG,0.08133971291866028,Economy,0.047619047619047616,Fantasy,0.07623318385650224,Top-Down,0.06989247311827956,Online Co-Op,0.08896797153024912,Classic,0.081374321880651,Shooter,0.05434782608695652,Hidden Object,0.08187134502923976,VR,0.08108108108108109,Sandbox,0.07317073170731707,Dark,0.09350649350649351
46,Story Rich,0.08333333333333333,Nudity,0.072,Puzzle,0.06802721088435375,Grand Strategy,0.08133971291866028,Replay Value,0.04081632653061224,Replay Value,0.07174887892376682,Moddable,0.06989247311827956,2.5D,0.08896797153024912,Physics,0.081374321880651,Sci-fi,0.04891304347826087,Violent,0.08187134502923976,Crafting,0.07027027027027027,Female Protagonist,0.06968641114982578,Historical,0.09090909090909091
47,Violent,0.08333333333333333,Great Soundtrack,0.072,Education,0.06802721088435375,Magic,0.08133971291866028,Split Screen,0.04081632653061224,Story Rich,0.07174887892376682,Gore,0.06989247311827956,Shoot 'Em Up,0.07829181494661921,Addictive,0.081374321880651,Turn-Based,0.04891304347826087,Minimalist,0.07894736842105263,Short,0.05945945945945946,Dystopian ,0.06968641114982578,Beat 'em up,0.09090909090909091
48,Female Protagonist,0.08333333333333333,Fast-Paced,0.072,Capitalism,0.06802721088435375,Dark Fantasy,0.07177033492822966,America,0.04081632653061224,2D,0.06726457399103139,Dinosaurs,0.06451612903225806,Memes,0.07829181494661921,2D Fighter,0.081374321880651,Character Customization,0.04891304347826087,Simulation,0.07894736842105263,Sexual Content,0.05945945945945946,Third Person,0.06620209059233449,Loot,0.08571428571428572
49,First-Person,0.0763888888888889,Building,0.072,Pixel Graphics,0.06802721088435375,Roguelike,0.07177033492822966,Classic,0.04081632653061224,Warhammer 40K,0.06278026905829596,Procedural Generation,0.05913978494623656,Third Person,0.07473309608540925,Shoot 'Em Up,0.07775768535262206,Management,0.043478260869565216,Drama,0.07309941520467836,Robots,0.05405405405405406,VR,0.06620209059233449,Moddable,0.08571428571428572
50,Local Multiplayer,0.0763888888888889,Parkour,0.064,Story Rich,0.061224489795918366,Retro,0.06698564593301436,Motorbike,0.04081632653061224,Cold War,0.06278026905829596,Walking Simulator,0.05913978494623656,Horror,0.0711743772241993,Fantasy,0.0759493670886076,Dark,0.043478260869565216,Psychological,0.07017543859649122,Blood,0.05405405405405406,Third-Person Shooter,0.06620209059233449,Assassin,0.08311688311688312
51,Fast-Paced,0.0763888888888889,Stealth,0.056,Political,0.061224489795918366,Games Workshop,0.06698564593301436,Education,0.034013605442176874,Tanks,0.06278026905829596,Platformer,0.053763440860215055,Parkour,0.06761565836298933,Violent,0.0759493670886076,Pixel Graphics,0.043478260869565216,Hand-drawn,0.06725146198830409,Point & Click,0.04864864864864865,Heist,0.059233449477351915,Local Co-Op,0.07792207792207792
52,Post-apocalyptic,0.06944444444444445,Memes,0.056,Exploration,0.061224489795918366,Choices Matter,0.06698564593301436,Mod,0.034013605442176874,Survival,0.05829596412556054,Roguelike,0.053763440860215055,Action-Adventure,0.06405693950177936,Replay Value,0.0705244122965642,Open World,0.043478260869565216,Interactive Fiction,0.06725146198830409,2D,0.04864864864864865,Team-Based,0.059233449477351915,Mature,0.07532467532467532
53,Comedy,0.06944444444444445,Comedy,0.056,Automation,0.061224489795918366,Party-Based RPG,0.06220095693779904,3D Vision,0.034013605442176874,Wargame,0.05829596412556054,Cute,0.04838709677419355,4 Player Local,0.06405693950177936,Survival,0.0705244122965642,Choose Your Own Adventure,0.03804347826086957,Colorful,0.06432748538011696,Parkour,0.04864864864864865,World War II,0.059233449477351915,Horror,0.07012987012987013
54,Twin Stick Shooter,0.06944444444444445,Space,0.048,Cute,0.05442176870748299,Survival,0.06220095693779904,Agriculture,0.034013605442176874,Games Workshop,0.05829596412556054,Comedy,0.04838709677419355,Hack and Slash,0.05693950177935943,Tower Defense,0.0705244122965642,Illuminati,0.03804347826086957,Difficult,0.06432748538011696,Sandbox,0.04864864864864865,Nudity,0.05574912891986063,Post-apocalyptic,0.07012987012987013
55,Open World,0.06944444444444445,Pixel Graphics,0.048,Colorful,0.05442176870748299,Dungeon Crawler,0.06220095693779904,Competitive,0.034013605442176874,Naval,0.05829596412556054,Masterpiece,0.04838709677419355,Violent,0.05693950177935943,Space,0.0705244122965642,Linear,0.03804347826086957,Remake,0.06432748538011696,Thriller,0.04864864864864865,Remake,0.05574912891986063,Replay Value,0.06753246753246753
56,Loot,0.06944444444444445,Fighting,0.04,4X,0.05442176870748299,Warhammer 40K,0.05741626794258373,Comedy,0.034013605442176874,Diplomacy,0.053811659192825115,Aliens,0.043010752688172046,Music,0.05338078291814947,Colorful,0.06690777576853527,Survival Horror,0.03804347826086957,Strategy,0.06432748538011696,Illuminati,0.043243243243243246,Alternate History,0.05574912891986063,Crime,0.06753246753246753
57,Puzzle,0.0625,Swordplay,0.04,Space Sim,0.047619047619047616,Post-apocalyptic,0.05741626794258373,Crime,0.034013605442176874,Futuristic,0.04932735426008968,Violent,0.043010752688172046,Remake,0.05338078291814947,Rhythm,0.059674502712477394,Ninja,0.03260869565217391,Thriller,0.06140350877192982,Free to Play,0.043243243243243246,Linear,0.05226480836236934,Dungeon Crawler,0.06233766233766234
58,Controller,0.05555555555555555,Survival Horror,0.04,Post-apocalyptic,0.047619047619047616,Historical,0.05263157894736842,Survival,0.034013605442176874,Third Person,0.04932735426008968,Relaxing,0.043010752688172046,Dark,0.05338078291814947,Relaxing,0.059674502712477394,Dungeon Crawler,0.03260869565217391,Dark Humor,0.05555555555555555,Family Friendly,0.043243243243243246,Casual,0.05226480836236934,Fighting,0.05714285714285714
59,Card Game,0.05555555555555555,Tanks,0.04,First-Person,0.047619047619047616,Moddable,0.05263157894736842,FPS,0.027210884353741496,Stealth,0.04484304932735426,Agriculture,0.043010752688172046,Hand-drawn,0.05338078291814947,Third Person,0.059674502712477394,Difficult,0.03260869565217391,Choose Your Own Adventure,0.05555555555555555,Space,0.043243243243243246,Memes,0.04878048780487805,Party-Based RPG,0.05454545454545454
60,Kickstarter,0.05555555555555555,Destruction,0.04,Tower Defense,0.047619047619047616,Perma Death,0.05263157894736842,Trains,0.027210884353741496,Management,0.04484304932735426,Side Scroller,0.043010752688172046,Space,0.0498220640569395,Split Screen,0.05786618444846293,Cats,0.02717391304347826,Mature,0.05555555555555555,Local Co-Op,0.043243243243243246,Controller,0.04878048780487805,Early Access,0.05194805194805195
61,Masterpiece,0.05555555555555555,Physics,0.04,Choices Matter,0.047619047619047616,Local Multiplayer,0.05263157894736842,Fishing,0.027210884353741496,Casual,0.04484304932735426,Dragons,0.043010752688172046,Level Editor,0.0498220640569395,Horror,0.05786618444846293,Post-apocalyptic,0.02717391304347826,Narration,0.05555555555555555,Anime,0.043243243243243246,Robots,0.04878048780487805,Real-Time with Pause,0.04935064935064935
62,Tower Defense,0.05555555555555555,RTS,0.04,Real-Time,0.04081632653061224,Addictive,0.05263157894736842,Level Editor,0.027210884353741496,Flight,0.04035874439461883,Action RPG,0.03763440860215054,Old School,0.0498220640569395,Female Protagonist,0.054249547920433995,Fighting,0.02717391304347826,Post-apocalyptic,0.05263157894736842,Remake,0.03783783783783784,Sniper,0.04529616724738676,FPS,0.04935064935064935
63,Tactical,0.05555555555555555,Historical,0.04,Agriculture,0.04081632653061224,Management,0.04784688995215311,Story Rich,0.02040816326530612,Political,0.04035874439461883,Management,0.03763440860215054,Cartoony,0.0498220640569395,First-Person,0.05244122965641953,Match 3,0.02717391304347826,Platformer,0.05263157894736842,Episodic,0.03783783783783784,Blood,0.04529616724738676,Platformer,0.04935064935064935
64,4 Player Local,0.04861111111111111,Hack and Slash,0.04,Steampunk,0.034013605442176874,Roguelite,0.04784688995215311,Colorful,0.02040816326530612,Isometric,0.04035874439461883,PvE,0.03763440860215054,Psychological Horror,0.046263345195729534,Bullet Hell,0.05244122965641953,Interactive Fiction,0.02717391304347826,Emotional,0.05263157894736842,Team-Based,0.03783783783783784,Dark,0.04529616724738676,Souls-like,0.046753246753246755
65,Souls-like,0.04861111111111111,Anime,0.04,Multiple Endings,0.034013605442176874,Trading Card Game,0.04784688995215311,Third-Person Shooter,0.02040816326530612,World War I,0.03587443946188341,Family Friendly,0.03763440860215054,Action RPG,0.046263345195729534,Touch-Friendly,0.04701627486437613,Third Person,0.02717391304347826,Noir,0.04678362573099415,Supernatural,0.03783783783783784,Bullet Time,0.04529616724738676,Sexual Content,0.046753246753246755
66,Survival Horror,0.04861111111111111,Voxel,0.04,Transportation,0.034013605442176874,Aliens,0.0430622009569378,Puzzle,0.02040816326530612,Turn-Based Tactics,0.03587443946188341,Futuristic,0.03225806451612903,Beautiful,0.046263345195729534,Top-Down Shooter,0.04701627486437613,Third-Person Shooter,0.02717391304347826,Physics,0.04678362573099415,Roguelike,0.032432432432432434,Puzzle,0.04529616724738676,Remake,0.046753246753246755
67,Anime,0.04861111111111111,Sexual Content,0.04,Futuristic,0.034013605442176874,Competitive,0.0430622009569378,Cult Classic,0.02040816326530612,Robots,0.03587443946188341,Education,0.03225806451612903,1990's,0.046263345195729534,Management,0.04701627486437613,Local Multiplayer,0.02717391304347826,Steampunk,0.043859649122807015,Lovecraftian,0.032432432432432434,Cult Classic,0.041811846689895474,Swordplay,0.04415584415584416
68,Cute,0.04861111111111111,Gun Customization,0.032,War,0.034013605442176874,Cyberpunk,0.03827751196172249,Psychological Horror,0.013605442176870748,Destruction,0.03587443946188341,Pirates,0.03225806451612903,Stealth,0.046263345195729534,Beat 'em up,0.045207956600361664,Zombies,0.021739130434782608,Nudity,0.043859649122807015,Quick-Time Events,0.032432432432432434,Realistic,0.041811846689895474,CRPG,0.04415584415584416
