user_id,game_id,vote
76561198422600722,45700,1
76561198118289658,45700,1
76561198855089310,339340,1
76561198855089310,45700,1
76561198125980667,45700,1
76561198003933566,241930,1
76561198003933566,258970,1
76561198003933566,379720,1
76561198003933566,2210,1
76561198003933566,45700,1
76561198003933566,8930,1
76561198003933566,55150,-1
76561198159127455,45700,1
76561198159127455,793350,1
76561198159127455,351640,1
76561198058217868,45700,1
76561198058217868,8000,1
76561198058217868,847370,-1
76561198058217868,45760,1
76561198058217868,44350,1
76561198058217868,577940,1
76561198058217868,242700,1
76561198058217868,223670,1
76561198800333053,45700,1
76561198800333053,444090,-1
76561198800333053,12200,1
76561198800333053,386360,1
76561198800333053,220440,1
76561198800333053,6550,1
76561198800333053,348710,1
76561198800333053,254700,1
76561198126799792,321360,1
76561198126799792,45700,1
76561198126799792,218620,1
76561198126799792,252950,1
76561198126799792,838770,1
76561198126799792,304030,1
76561198126799792,271590,1
76561198126799792,205100,1
76561198126799792,10680,1
76561198126799792,230410,1
76561198126799792,563560,1
76561198126799792,356330,1
76561198126799792,442080,1
76561198126799792,223710,1
76561198126799792,630,1
76561198126799792,280790,1
76561198126799792,346110,1
76561198052751690,211420,1
76561198052751690,367520,1
76561198052751690,45700,1
76561198052751690,374320,1
76561198052751690,711660,-1
76561198052751690,205100,1
76561198052751690,598700,1
76561198052751690,404540,1
76561198052751690,282140,1
76561198052751690,367500,1
76561198052751690,252950,1
76561198052751690,341940,1
76561198052751690,206420,1
76561198052751690,272510,1
76561198052751690,275180,1
76561198052751690,335880,-1
76561198052751690,257730,1
76561198052751690,107410,1
76561198072633858,1046930,1
76561198072633858,45700,1
76561198072633858,49520,1
76561198072633858,493340,1
76561198072633858,594570,1
76561198072633858,698780,1
76561198072633858,696790,-1
76561198072633858,333600,-1
76561198072633858,48700,1
76561198072633858,444640,-1
76561198072633858,423880,1
76561198072633858,292120,1
76561198072633858,429300,1
76561198072633858,105450,1
76561198072633858,236150,1
76561198072633858,209790,1
76561198072633858,620,1
76561198072633858,261030,1
76561198072633858,570,-1
76561198141190807,45700,1
76561198043679906,1046930,-1
76561198043679906,423950,1
76561198043679906,45700,1
76561198043679906,22320,1
76561198043679906,208580,1
76561198043679906,435530,1
76561198077997807,883710,1
76561198077997807,45700,1
76561198077997807,72850,1
76561198077997807,44350,1
76561198111592610,275390,1
76561198111592610,11020,1
76561198111592610,550650,1
76561198111592610,105600,1
76561198111592610,525780,1
76561198111592610,238460,1
76561198111592610,444090,1
76561198091810770,346330,1
76561198091810770,495910,1
76561198091810770,221040,1
76561198091810770,1078770,1
76561198091810770,626690,1
76561198091810770,45700,1
76561198091810770,368340,1
76561198091810770,921590,-1
76561198091810770,287290,1
76561198091810770,911260,1
76561198091810770,418340,1
76561198091810770,560380,1
76561198091810770,234650,1
76561198091810770,224260,1
76561198091810770,230410,1
76561198091810770,630100,1
76561198091810770,690510,1
76561198091810770,466240,1
76561198091810770,614860,1
76561198091810770,536930,1
76561198091810770,231060,1
76561198091810770,239370,1
76561198091810770,573770,1
76561198091810770,555570,1
76561198091810770,237310,1
76561198091810770,534500,1
76561198091810770,349700,1
76561198091810770,413170,-1
76561198091810770,420790,1
76561198091810770,243870,-1
76561198091810770,407530,1
76561198091810770,301520,1
76561198091810770,323470,1
76561198091810770,321840,1
76561198091810770,369200,-1
76561198091810770,273110,-1
76561198091810770,242720,-1
76561198107639116,334230,1
76561198107639116,646570,1
76561198107639116,200210,1
76561198107639116,218620,1
76561198107639116,271590,1
76561198107639116,415240,1
76561198107639116,22380,1
76561198107639116,72850,1
76561198107639116,45700,1
76561198107639116,262060,1
76561198107639116,374320,1
76561198107639116,335300,1
76561198107639116,730,1
76561198107639116,387340,1
76561198107639116,632350,1
76561198107639116,386360,1
76561198107639116,8980,1
76561198107639116,261640,1
76561198107639116,49520,1
76561198107639116,678950,1
76561198107639116,632360,1
76561198107639116,742120,1
76561198107639116,236090,1
76561198107639116,4000,1
76561198107639116,319630,1
76561198107639116,242680,1
76561198107639116,238960,1
76561198424884151,275390,1
76561198424884151,294140,1
76561198071609065,275390,-1
76561198071609065,787860,-1
76561198071609065,211820,1
76561198071609065,374320,1
76561198071609065,433850,-1
76561198071609065,236370,-1
76561198071609065,578080,-1
76561198071609065,252490,-1
76561198071609065,1250,1
76561198071609065,6860,1
76561198071609065,250340,1
76561198071609065,45740,-1
76561198071609065,314700,-1
76561198071609065,298240,-1
76561198071609065,332070,-1
76561198071609065,233450,1
76561198069740786,620980,1
76561198069740786,794600,1
76561198069740786,275390,1
76561198427721787,275390,1
76561198114695975,534550,1
76561198114695975,238960,1
76561198114695975,774361,1
76561198114695975,275390,1
76561198114695975,252950,1
76561198114695975,480490,1
76561198114695975,379720,1
76561198114695975,1064610,1
76561198114695975,445980,1
76561198114695975,278360,1
76561198114695975,473690,1
76561198114695975,588650,1
76561198114695975,431960,1
76561198114695975,582010,1
76561198114695975,764790,1
76561198114695975,457192,-1
76561198119288251,532210,1
76561198119288251,275390,1
76561198119288251,698780,1
76561198119288251,460950,1
76561198119288251,218620,1
76561198126094942,45700,-1
76561198126094942,737800,1
76561198126094942,873190,1
76561198126094942,72772,-1
76561198126094942,22320,1
76561198126094942,784160,-1
76561198126094942,359800,-1
76561198126094942,8600,1
76561198126094942,255220,1
76561198126094942,670900,1
76561198126094942,515220,1
76561198126094942,285900,-1
76561198126094942,22490,1
76561198126094942,508450,1
76561198126094942,271590,1
76561198126094942,321040,1
76561198126094942,12120,1
76561198126094942,252950,-1
76561198126094942,10180,1
76561198126094942,12520,1
76561198126094942,730,-1
76561198126094942,273350,-1
76561198126094942,287340,1
76561198126094942,292410,1
76561198126094942,55150,1
76561198126094942,239140,1
76561198126094942,234140,1
76561198126094942,201700,1
76561198126094942,22300,1
76561198126094942,220260,1
76561198126094942,13560,1
76561198126094942,388520,-1
76561198126094942,235600,1
76561198126094942,12750,1
76561198126094942,286830,-1
76561198126094942,41000,1
76561198126094942,350080,1
76561198126094942,207610,1
76561198126094942,12220,1
76561198126094942,241560,1
76561198126094942,227300,1
76561198126094942,109600,1
76561198126094942,24240,1
76561198126094942,218620,1
76561198126094942,272350,1
76561198011237530,421170,-1
76561198011237530,774171,1
76561198011237530,943700,1
76561198011237530,842910,1
76561198011237530,6550,-1
76561198011237530,45700,-1
76561198011237530,638970,1
76561198011237530,678950,1
76561198011237530,428550,1
76561198011237530,366320,1
76561198011237530,639790,1
76561198011237530,268910,1
76561198011237530,384190,1
76561198011237530,460810,1
76561198011237530,562410,1
76561198011237530,253840,1
76561198011237530,339800,1
76561198011237530,202170,1
76561198011237530,236430,1
76561198011237530,245170,1
76561198011237530,211820,1
76561198011237530,211420,1
76561198011237530,261180,1
76561198011237530,331600,1
76561198011237530,391540,1
76561198011237530,379310,1
76561198011237530,353330,1
76561198011237530,277890,1
76561198011237530,40700,1
76561198011237530,358090,1
76561198011237530,335670,1
76561198011237530,242680,1
76561198011237530,248630,-1
76561198011237530,263300,1
76561198011237530,208090,1
76561198011237530,251610,1
76561198011237530,105600,1
76561198009641747,275390,-1
76561198009641747,384190,1
76561198009641747,245280,1
76561197974964912,474960,1
76561197974964912,524220,1
76561197974964912,287700,1
76561197974964912,323320,1
76561197974964912,601150,1
76561197974964912,220440,1
76561197974964912,205100,1
76561197974964912,45700,1
76561197974964912,362890,1
76561197974964912,504230,1
76561197974964912,311560,1
76561197974964912,250760,1
76561197974964912,234140,1
76561197974964912,379720,1
76561197974964912,397950,1
76561197974964912,220780,1
76561197974964912,385760,-1
76561197974964912,201810,1
76561197974964912,302510,1
76561197974964912,208650,-1
76561197974964912,24740,1
76561197974964912,350080,1
76561197974964912,223850,1
76561197974964912,250320,1
76561197974964912,400,1
76561197974964912,220,1
76561197974964912,239140,1
76561197974964912,287680,1
76561197974964912,49520,1
76561197974964912,20900,1
76561197974964912,233130,1
76561197974964912,9200,1
76561197974964912,620,1
76561197974964912,201020,1
76561197974964912,55100,1
76561197974964912,47780,1
76561197974964912,17470,1
76561197974964912,67370,1
76561197974964912,8870,1
76561197974964912,274250,1
76561197974964912,241930,1
76561197974964912,212680,1
76561198319369398,108710,1
76561198319369398,220,1
76561198319369398,316790,1
76561198319369398,438490,1
76561198319369398,286570,-1
76561198319369398,57300,-1
76561198319369398,70,-1
76561198319369398,1005870,1
76561198319369398,230410,-1
76561198319369398,275390,1
76561198319369398,440,1
76561198319369398,444090,1
76561198319369398,570,1
76561198319369398,12140,1
76561198319369398,360940,1
76561198319369398,238460,1
76561198319369398,698780,1
76561198319369398,291550,1
76561198275114110,50130,1
76561198275114110,40990,1
76561198275114110,275390,1
76561198275114110,204360,1
76561198275114110,219150,1
76561198275114110,588650,1
76561198275114110,22100,1
76561198275114110,55230,1
76561198275114110,72850,1
76561198275114110,730,-1
76561198275114110,218620,1
76561198796314392,275390,1
76561198037982486,449610,1
76561198037982486,396710,1
76561198037982486,534550,1
76561198037982486,282530,1
76561198037982486,862480,1
76561198037982486,107100,1
76561198037982486,847360,1
76561198037982486,637670,-1
76561198037982486,275390,1
76561198037982486,916730,1
76561198037982486,909820,1
76561198037982486,493200,1
76561198037982486,367520,1
76561198037982486,256290,1
76561198037982486,359310,1
76561198037982486,260160,-1
76561198037982486,237570,1
76561198085002004,275390,1
76561198085002004,411560,1
76561198085002004,250760,1
76561198085002004,268910,1
76561198085002004,263980,1
76561198085002004,48000,1
76561198085002004,250600,1
76561198085002004,550,1
76561198267899196,275390,1
76561198267899196,44350,1
76561198267899196,1093720,1
76561198267899196,49520,1
76561198267899196,311690,1
76561198267899196,35700,1
76561198267899196,4000,1
76561198267899196,42120,1
76561198267899196,368230,1
76561198267899196,489220,1
76561198267899196,204300,1
76561198355006901,692850,1
76561198355006901,275390,-1
76561198355006901,253230,1
76561198355006901,838310,1
76561198355006901,620,1
76561198129961090,49520,1
76561198129961090,678950,1
76561198129961090,345820,1
76561198129961090,319140,1
76561198129961090,275390,1
76561198129961090,44350,-1
76561198129961090,513510,1
76561198129961090,252950,1
76561198129961090,235460,1
76561198129961090,357190,1
76561198129961090,349040,1
76561198129961090,311690,1
76561198129961090,245170,1
76561198129961090,105600,1
76561198129961090,206420,1
76561198129961090,209000,-1
76561198129961090,4000,1
76561198129961090,57690,1
76561198129961090,237930,1
76561198129961090,413150,1
76561198129961090,200260,1
76561198080225697,275390,1
76561198080225697,501300,1
76561198080225697,219640,1
76561198080225697,409710,1
76561198080225697,282140,1
76561198080225697,368370,1
76561198080225697,319630,-1
76561198080225697,214490,1
76561198080225697,620,1
76561198080225697,400,1
76561198080225697,384190,-1
76561198080225697,258520,1
76561198080225697,469820,1
76561198080225697,383870,1
76561198080225697,252950,1
76561198080225697,288160,1
76561198080225697,389170,1
76561198080225697,433100,1
76561198080225697,391220,1
76561198080225697,207610,1
76561198151676940,275390,1
76561198151676940,265300,1
76561198151676940,22380,-1
76561198151676940,227940,-1
76561198151676940,307690,1
76561198255236678,250900,1
76561198255236678,275390,1
76561198255236678,751780,1
76561198255236678,72850,1
76561198142361270,237630,1
76561198142361270,275390,1
76561198142361270,788770,1
76561198142361270,620220,1
76561198142361270,248310,1
76561198145280223,275390,-1
76561198145280223,206440,1
76561198145280223,474960,1
76561198145280223,498240,1
76561198145280223,675260,1
76561198145280223,379720,1
76561198145280223,447040,-1
76561198145280223,588650,1
76561198145280223,200260,1
76561198145280223,730,-1
76561198145280223,359050,1
76561198145280223,403640,1
76561198145280223,239030,1
76561198145280223,205100,1
76561198145280223,227300,-1
76561198145280223,252950,1
76561198145280223,578080,1
76561198145280223,48700,1
76561198145280223,383870,1
76561198145280223,444090,1
76561198299552033,253900,1
76561198299552033,730,1
76561198299552033,2620,1
76561198299552033,928600,1
76561198098900601,1022450,-1
76561198098900601,1110100,1
76561198098900601,418370,1
76561198098900601,271590,-1
76561198098900601,460790,-1
76561198098900601,232090,1
76561198098900601,844870,-1
76561198098900601,815940,1
76561198098900601,601150,1
76561198098900601,261110,1
76561198098900601,304390,1
76561198098900601,730,1
76561198098900601,45700,1
76561198098900601,611500,1
76561198098900601,631510,1
76561198098900601,222880,-1
76561198098900601,691020,1
76561198098900601,582660,-1
76561198098900601,238960,1
76561198098900601,418460,1
76561198098900601,586140,1
76561198098900601,550650,1
76561198098900601,384180,1
76561198098900601,530700,-1
76561198098900601,389730,-1
76561198098900601,316390,1
76561198098900601,324810,1
76561198098900601,414530,1
76561198098900601,360430,1
76561198098900601,357190,1
76561198098900601,234630,1
76561198098900601,209120,1
76561198098900601,307780,-1
76561198098900601,379720,1
76561198098900601,413690,1
76561198098900601,376300,1
76561198098900601,248570,1
76561198098900601,1250,1
76561198098900601,287700,1
76561198098900601,310560,1
76561198098900601,431500,-1
76561198098900601,242860,1
76561198098900601,222940,-1
76561198098900601,239140,1
76561198098900601,388750,1
76561198098900601,310950,-1
76561198098900601,200510,1
76561198098900601,362890,1
76561198098900601,12900,1
76561198098900601,349580,1
76561198098900601,211420,-1
76561198098900601,329050,1
76561198098900601,332970,1
76561198098900601,368950,1
76561198098900601,253530,1
76561198098900601,258160,1
76561198098900601,227400,-1
76561198098900601,260410,1
76561198098900601,317360,1
76561198098900601,45760,1
76561198098900601,282440,1
76561198098900601,70,1
76561198332118343,253900,1
76561198180460399,233860,1
76561198180460399,275390,1
76561198180460399,48720,1
76561198180460399,236390,-1
76561198180460399,219740,1
76561198180460399,234710,-1
76561198180460399,49520,1
76561198180460399,105600,1
76561198180460399,239160,1
76561198180460399,459820,1
76561198180460399,359320,1
76561198180460399,700330,1
76561198180460399,620,1
76561198180460399,4000,-1
76561198180460399,360170,-1
76561198180460399,420,1
76561198180460399,380,1
76561198180460399,99900,1
76561198180460399,550,1
76561198180460399,386180,-1
76561198180460399,543192,1
76561198180460399,220,1
76561198180460399,339600,-1
76561198180460399,218620,1
76561198180460399,588430,1
76561198180460399,108600,-1
76561198180460399,440,1
76561198180460399,459510,-1
76561198180460399,322330,1
76561198180460399,730,-1
76561198180460399,355840,-1
76561198180460399,444090,-1
76561198180460399,304050,1
76561198180460399,274940,1
76561198180460399,212070,1
76561198180460399,70000,1
76561198180460399,280790,-1
76561198180460399,278970,-1
76561198180460399,244850,1
76561198180460399,335240,-1
76561198180460399,304930,1
76561198180460399,301520,-1
76561198180460399,293540,1
76561198180460399,239220,1
76561198180460399,4920,-1
76561198180460399,346110,-1
76561198180460399,273110,1
76561198180460399,218230,1
76561198137871834,275390,1
76561198137871834,601430,1
76561198137871834,730,1
76561198137871834,570940,1
76561198137871834,71240,1
76561198137871834,22330,-1
76561198137871834,582010,-1
76561198137871834,242760,1
76561198137871834,252490,-1
76561198137871834,379720,1
76561198137871834,291860,-1
76561198137871834,335670,1
76561198137871834,367520,1
76561198137871834,218620,-1
76561198137871834,550,1
76561198137871834,201810,1
76561198137871834,612880,1
76561198137871834,312530,1
76561198137871834,219740,1
76561198137871834,268910,1
76561198137871834,8870,1
76561198137871834,250900,1
76561198137871834,10090,1
76561198137871834,8980,1
76561198137871834,49520,1
76561198137871834,242680,1
76561198137871834,105600,1
76561198137871834,418370,1
76561198137871834,377160,1
76561198137871834,311690,-1
76561198137871834,578080,-1
76561198137871834,440,-1
76561198066414743,236390,1
76561198066414743,253900,1
76561198066414743,1017900,1
76561198066414743,379430,1
76561198066414743,244210,1
76561198066414743,418240,1
76561198066414743,40990,1
76561198332726787,1046930,1
76561198332726787,730,-1
76561198332726787,253900,1
76561198332726787,823130,-1
76561198332726787,291550,1
76561198085836081,253900,1
76561198085836081,109600,1
76561198085836081,755790,1
76561198085836081,730,-1
76561198085836081,440,1
76561198377888751,49520,1
76561198377888751,253900,1
76561198029057133,241930,1
76561198029057133,447020,1
76561198029057133,253900,1
76561198029057133,1085660,1
76561198029057133,271590,1
76561198029057133,451340,1
76561198979479830,253900,1
76561198287132432,599140,1
76561198287132432,253900,1
76561198056848515,253900,1
76561198056848515,233250,-1
76561198056848515,35720,1
76561198056848515,214730,1
76561198056848515,8930,1
76561198056848515,93200,1
76561198415328152,253900,-1
76561198194953107,253900,1
76561198194953107,813820,-1
76561198194953107,578080,1
76561198194953107,696790,-1
76561198962544059,535480,1
76561198962544059,253900,1
76561198962544059,929400,1
76561198081879823,253900,1
76561198081879823,514900,1
76561198081879823,550,1
76561198081879823,400,1
76561198128122867,253900,1
76561198128122867,242920,1
76561198128122867,105450,1
76561198128122867,466560,1
76561198001446825,367500,1
76561198001446825,238960,1
76561198001446825,253900,1
76561198001446825,578080,1
76561198001446825,218620,-1
76561198001446825,790820,1
76561198001446825,48700,1
76561198001446825,438740,-1
76561198001446825,39210,1
76561198001446825,306130,1
76561198001446825,397900,1
76561198001446825,582010,1
76561198001446825,730,1
76561198001446825,562810,-1
76561198000360700,253900,1
76561198000360700,2320,1
76561198304434245,35000,1
76561198304434245,108710,1
76561198032269338,253900,1
76561198032269338,236850,1
76561198032269338,255710,1
76561198032269338,488910,1
76561198032269338,291410,-1
76561198032269338,325610,-1
76561198032269338,8930,1
76561198032269338,57690,1
76561198032269338,221380,1
76561198032269338,72850,1
