user_id,game_id,vote
76561198414918842,1136160,1
76561198815411507,1136160,1
76561198815411507,578080,1
76561198815411507,225540,1
76561198815411507,730,1
76561198420829995,1136160,1
76561198970989112,1136160,1
76561198970989112,730,1
76561198970989112,700330,1
76561198308454753,1136160,-1
76561198942954256,1136160,1
76561198942954256,227300,1
76561198314234683,1136160,1
76561198314234683,841370,-1
76561198314234683,730,1
76561198314234683,736190,1
76561198314234683,359550,1
76561198314234683,578080,-1
76561198138170246,1136160,1
76561198138170246,271590,1
76561198138170246,323190,1
76561198138170246,239140,1
76561198138170246,227300,1
76561198831097470,1136160,1
76561198831097470,381210,1
76561198831097470,578080,1
76561198831097470,730,1
76561198504450619,1136160,1
76561198143560121,1136160,-1
76561198143560121,570,1
76561198143560121,730,1
76561198143560121,10,1
76561198144212975,1136160,1
76561198144212975,433850,1
76561198144212975,730,1
76561198262939944,1136160,1
76561198262939944,107410,-1
76561198215942789,1136160,-1
76561198215942789,698780,1
76561198215942789,48700,1
76561198215942789,790120,1
76561198215942789,238090,1
76561198215942789,203160,1
76561198215942789,477160,1
76561198215942789,246620,1
76561198215942789,227300,1
76561198215942789,4000,1
76561198215942789,50130,1
76561198215942789,359550,-1
76561198215942789,242760,1
76561198215942789,305620,1
76561198215942789,271590,1
76561198215942789,34870,-1
76561198215942789,55230,1
76561198059481071,1136160,1
76561198059481071,282140,1
76561198059481071,239140,1
76561198059481071,990650,-1
76561198059481071,594650,1
76561198059481071,578080,1
76561198059481071,252490,1
76561198059481071,236870,1
76561198059481071,209650,1
76561198059481071,233720,1
76561198059481071,4000,1
76561198059481071,213670,1
76561198059481071,245550,1
76561198059481071,238430,1
76561198442816314,550,1
76561198442816314,368070,1
76561198442816314,1136160,-1
76561198442816314,552500,1
76561198442816314,322170,1
76561198442816314,307690,-1
76561198818627343,1136160,-1
76561198818627343,726590,-1
76561198818627343,942970,1
76561198060201328,1136160,1
76561198060201328,730,-1
76561198060201328,433850,-1
76561198060201328,295110,-1
76561198060201328,696370,1
76561198060201328,362930,1
76561198060201328,789730,1
76561198060201328,4000,1
76561198060201328,271590,1
76561198060201328,444090,1
76561198060201328,346110,-1
76561198060201328,113200,1
76561198799312300,1136160,1
76561198799312300,262150,1
76561198154264748,1136160,1
76561198154264748,728880,1
76561198154264748,730,1
76561198154264748,582010,-1
76561198154264748,578080,-1
76561198154264748,271590,1
76561198802648661,1136160,1
76561198802648661,461720,1
76561198404030602,1136160,1
76561198404030602,578080,-1
76561198150320799,1136160,1
76561198150320799,784150,1
76561198150320799,882560,1
76561198150320799,730,-1
76561198150320799,326460,1
76561198819279883,1136160,1
76561198819279883,252490,1
76561198819279883,359550,1
76561198819279883,578080,1
76561198819279883,227300,1
76561198178264433,1136160,1
76561198178264433,381210,1
76561198178264433,418370,1
76561198178264433,21100,1
76561198421655727,1136160,1
76561198407758781,493200,1
76561198407758781,563840,1
76561198289585920,493200,1
76561198289585920,751780,-1
76561198289585920,402710,-1
76561198289585920,578080,1
76561198289585920,275850,1
76561198151387604,489940,-1
76561198151387604,493200,1
76561198151387604,820030,1
76561198151387604,72850,1
76561198027792062,493200,1
76561198027792062,220,1
76561198027792062,732430,1
